obsTime,temp,feelsLike,icon,text,wind360,windDir,windScale,windSpeed,humidity,precip,pressure,vis,cloud,dew
2024-05-16T20:10+08:00,24,23,150,晴,168,南风,1,2,50,0.0,998,22,2,13
