obsTime,temp,feelsLike,icon,text,wind360,windDir,windScale,windSpeed,humidity,precip,pressure,vis,cloud,dew
2024-05-31T23:56+08:00,24,23,150,晴,154,东南风,2,8,50,0.0,1011,26,0,7
